company,year,production_t,emissions_tco2,scenario
Shandong Iron and Steel Group Co Ltd [35.0%]; Qihe Zhongxin Investment Co Ltd [34.7%]; Yongfeng Group Co Ltd [15.3%]; Shandong Guohui Investment Co Ltd [10.0%]; Shandong Caixin Asset Operation Co Ltd [5.0%],2023,0.0,0.0,historical
Shandong Iron and Steel Group Co Ltd [35.0%]; Qihe Zhongxin Investment Co Ltd [34.7%]; Yongfeng Group Co Ltd [15.3%]; Shandong Guohui Investment Co Ltd [10.0%]; Shandong Caixin Asset Operation Co Ltd [5.0%],2024,0.0,0.0,historical
Shandong Iron and Steel Group Co Ltd [35.0%]; Qihe Zhongxin Investment Co Ltd [34.7%]; Yongfeng Group Co Ltd [15.3%]; Shandong Guohui Investment Co Ltd [10.0%]; Shandong Caixin Asset Operation Co Ltd [5.0%],2025,0.0,0.0,historical
Shandong Iron and Steel Group Co Ltd [35.0%]; Qihe Zhongxin Investment Co Ltd [34.7%]; Yongfeng Group Co Ltd [15.3%]; Shandong Guohui Investment Co Ltd [10.0%]; Shandong Caixin Asset Operation Co Ltd [5.0%],2026,0.0,0.0,historical
Shandong Iron and Steel Group Co Ltd [35.0%]; Qihe Zhongxin Investment Co Ltd [34.7%]; Yongfeng Group Co Ltd [15.3%]; Shandong Guohui Investment Co Ltd [10.0%]; Shandong Caixin Asset Operation Co Ltd [5.0%],2027,0.0,0.0,historical
Shandong Iron and Steel Group Co Ltd [35.0%]; Qihe Zhongxin Investment Co Ltd [34.7%]; Yongfeng Group Co Ltd [15.3%]; Shandong Guohui Investment Co Ltd [10.0%]; Shandong Caixin Asset Operation Co Ltd [5.0%],2028,0.0,0.0,historical
Shandong Iron and Steel Group Co Ltd [35.0%]; Qihe Zhongxin Investment Co Ltd [34.7%]; Yongfeng Group Co Ltd [15.3%]; Shandong Guohui Investment Co Ltd [10.0%]; Shandong Caixin Asset Operation Co Ltd [5.0%],2029,0.0,0.0,historical
Shandong Iron and Steel Group Co Ltd [35.0%]; Qihe Zhongxin Investment Co Ltd [34.7%]; Yongfeng Group Co Ltd [15.3%]; Shandong Guohui Investment Co Ltd [10.0%]; Shandong Caixin Asset Operation Co Ltd [5.0%],2030,0.0,0.0,historical
Shandong Iron and Steel Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],2020,3196888.9835925847,6713466.865544428,historical
Shandong Iron and Steel Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],2021,3136988.9709688616,6587676.8390346095,historical
Shandong Iron and Steel Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],2022,3101747.684900887,6513670.138291863,historical
Shandong Iron and Steel Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],2023,3143056.228341469,6600418.079517085,historical
Shandong Iron and Steel Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],2024,3177413.7286657533,6672568.830198082,historical
Shandong Iron and Steel Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],2025,0.0,0.0,historical
Shandong Iron and Steel Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],2026,0.0,0.0,historical
Shandong Iron and Steel Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],2027,0.0,0.0,historical
Shandong Iron and Steel Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],2028,0.0,0.0,historical
Shandong Iron and Steel Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],2029,0.0,0.0,historical
Shandong Iron and Steel Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],2030,0.0,0.0,historical
Shandong Minyuan Steel & Iron Co Ltd [100.0%],2020,1214574.8987854251,2550607.287449393,historical
Shandong Minyuan Steel & Iron Co Ltd [100.0%],2021,1191817.4454790715,2502816.63550605,historical
Shandong Minyuan Steel & Iron Co Ltd [100.0%],2022,1178428.4345754217,2474699.712608386,historical
Shandong Minyuan Steel & Iron Co Ltd [100.0%],2023,0.0,0.0,historical
Shandong Minyuan Steel & Iron Co Ltd [100.0%],2024,0.0,0.0,historical
Shandong Minyuan Steel & Iron Co Ltd [100.0%],2025,0.0,0.0,historical
Shandong Minyuan Steel & Iron Co Ltd [100.0%],2026,0.0,0.0,historical
Shandong Minyuan Steel & Iron Co Ltd [100.0%],2027,0.0,0.0,historical
Shandong Minyuan Steel & Iron Co Ltd [100.0%],2028,0.0,0.0,historical
Shandong Minyuan Steel & Iron Co Ltd [100.0%],2029,0.0,0.0,historical
Shandong Minyuan Steel & Iron Co Ltd [100.0%],2030,0.0,0.0,historical
Shandong Xiangxin Investment Holding Co Ltd [93.3%]; unknown [6.7%],2020,1725974.856168762,3624547.1979544004,historical
Shandong Xiangxin Investment Holding Co Ltd [93.3%]; unknown [6.7%],2021,1693635.3172597333,3556634.16624544,historical
Shandong Xiangxin Investment Holding Co Ltd [93.3%]; unknown [6.7%],2022,1674608.8280808625,3516678.5389698115,historical
Shandong Xiangxin Investment Holding Co Ltd [93.3%]; unknown [6.7%],2023,1696910.9811081716,3563513.0603271606,historical
Shandong Xiangxin Investment Holding Co Ltd [93.3%]; unknown [6.7%],2024,1715460.3214152236,3602466.67497197,historical
Shandong Xiangxin Investment Holding Co Ltd [93.3%]; unknown [6.7%],2025,0.0,0.0,historical
Shandong Xiangxin Investment Holding Co Ltd [93.3%]; unknown [6.7%],2026,0.0,0.0,historical
Shandong Xiangxin Investment Holding Co Ltd [93.3%]; unknown [6.7%],2027,0.0,0.0,historical
Shandong Xiangxin Investment Holding Co Ltd [93.3%]; unknown [6.7%],2028,0.0,0.0,historical
Shandong Xiangxin Investment Holding Co Ltd [93.3%]; unknown [6.7%],2029,0.0,0.0,historical
Shandong Xiangxin Investment Holding Co Ltd [93.3%]; unknown [6.7%],2030,0.0,0.0,historical
Shandong Xinhua Special Steel Group Co Ltd [100.0%],2020,1725974.856168762,3624547.1979544004,historical
Shandong Xinhua Special Steel Group Co Ltd [100.0%],2021,1693635.3172597333,3556634.16624544,historical
Shandong Xinhua Special Steel Group Co Ltd [100.0%],2022,0.0,0.0,historical
Shandong Xinhua Special Steel Group Co Ltd [100.0%],2023,0.0,0.0,historical
Shandong Xinhua Special Steel Group Co Ltd [100.0%],2024,0.0,0.0,historical
Shandong Xinhua Special Steel Group Co Ltd [100.0%],2025,0.0,0.0,historical
Shandong Xinhua Special Steel Group Co Ltd [100.0%],2026,0.0,0.0,historical
Shandong Xinhua Special Steel Group Co Ltd [100.0%],2027,0.0,0.0,historical
Shandong Xinhua Special Steel Group Co Ltd [100.0%],2028,0.0,0.0,historical
Shandong Xinhua Special Steel Group Co Ltd [100.0%],2029,0.0,0.0,historical
Shandong Xinhua Special Steel Group Co Ltd [100.0%],2030,0.0,0.0,historical
Shanghai Decent Investment (Group) Co Ltd [34.7%]; TSINGSHAN Holding Group Co Ltd [30.5%]; unknown [26.1%]; Zhejiang Qingshan Business Management Co Ltd [8.7%],2020,1917749.8401875135,767099.9360750054,historical
Shanghai Decent Investment (Group) Co Ltd [34.7%]; TSINGSHAN Holding Group Co Ltd [30.5%]; unknown [26.1%]; Zhejiang Qingshan Business Management Co Ltd [8.7%],2021,1881817.0191774813,752726.8076709926,historical
Shanghai Decent Investment (Group) Co Ltd [34.7%]; TSINGSHAN Holding Group Co Ltd [30.5%]; unknown [26.1%]; Zhejiang Qingshan Business Management Co Ltd [8.7%],2022,1860676.475645403,744270.5902581612,historical
Shanghai Decent Investment (Group) Co Ltd [34.7%]; TSINGSHAN Holding Group Co Ltd [30.5%]; unknown [26.1%]; Zhejiang Qingshan Business Management Co Ltd [8.7%],2023,1885456.6456757463,754182.6582702985,historical
Shanghai Decent Investment (Group) Co Ltd [34.7%]; TSINGSHAN Holding Group Co Ltd [30.5%]; unknown [26.1%]; Zhejiang Qingshan Business Management Co Ltd [8.7%],2024,1906067.023794693,762426.8095178772,historical
Shanghai Decent Investment (Group) Co Ltd [34.7%]; TSINGSHAN Holding Group Co Ltd [30.5%]; unknown [26.1%]; Zhejiang Qingshan Business Management Co Ltd [8.7%],2025,0.0,0.0,historical
Shanghai Decent Investment (Group) Co Ltd [34.7%]; TSINGSHAN Holding Group Co Ltd [30.5%]; unknown [26.1%]; Zhejiang Qingshan Business Management Co Ltd [8.7%],2026,0.0,0.0,historical
Shanghai Decent Investment (Group) Co Ltd [34.7%]; TSINGSHAN Holding Group Co Ltd [30.5%]; unknown [26.1%]; Zhejiang Qingshan Business Management Co Ltd [8.7%],2027,0.0,0.0,historical
Shanghai Decent Investment (Group) Co Ltd [34.7%]; TSINGSHAN Holding Group Co Ltd [30.5%]; unknown [26.1%]; Zhejiang Qingshan Business Management Co Ltd [8.7%],2028,0.0,0.0,historical
Shanghai Decent Investment (Group) Co Ltd [34.7%]; TSINGSHAN Holding Group Co Ltd [30.5%]; unknown [26.1%]; Zhejiang Qingshan Business Management Co Ltd [8.7%],2029,0.0,0.0,historical
Shanghai Decent Investment (Group) Co Ltd [34.7%]; TSINGSHAN Holding Group Co Ltd [30.5%]; unknown [26.1%]; Zhejiang Qingshan Business Management Co Ltd [8.7%],2030,0.0,0.0,historical
Shanghai Decent Investment (Group) Co Ltd [36.4%]; unknown [20.4%]; TSINGSHAN Holding Group Co Ltd [19.8%]; Zhejiang Qingshan Business Management Co Ltd [15.6%]; DELIXI Group Limited Co [7.8%],2020,383549.96803750267,153419.98721500108,historical
Shanghai Decent Investment (Group) Co Ltd [36.4%]; unknown [20.4%]; TSINGSHAN Holding Group Co Ltd [19.8%]; Zhejiang Qingshan Business Management Co Ltd [15.6%]; DELIXI Group Limited Co [7.8%],2021,376363.4038354963,150545.3615341985,historical
Shanghai Decent Investment (Group) Co Ltd [36.4%]; unknown [20.4%]; TSINGSHAN Holding Group Co Ltd [19.8%]; Zhejiang Qingshan Business Management Co Ltd [15.6%]; DELIXI Group Limited Co [7.8%],2022,372135.2951290806,148854.11805163225,historical
Shanghai Decent Investment (Group) Co Ltd [36.4%]; unknown [20.4%]; TSINGSHAN Holding Group Co Ltd [19.8%]; Zhejiang Qingshan Business Management Co Ltd [15.6%]; DELIXI Group Limited Co [7.8%],2023,377091.32913514925,150836.5316540597,historical
Shanghai Decent Investment (Group) Co Ltd [36.4%]; unknown [20.4%]; TSINGSHAN Holding Group Co Ltd [19.8%]; Zhejiang Qingshan Business Management Co Ltd [15.6%]; DELIXI Group Limited Co [7.8%],2024,381213.4047589386,152485.36190357545,historical
Shanghai Decent Investment (Group) Co Ltd [36.4%]; unknown [20.4%]; TSINGSHAN Holding Group Co Ltd [19.8%]; Zhejiang Qingshan Business Management Co Ltd [15.6%]; DELIXI Group Limited Co [7.8%],2025,0.0,0.0,historical
Shanghai Decent Investment (Group) Co Ltd [36.4%]; unknown [20.4%]; TSINGSHAN Holding Group Co Ltd [19.8%]; Zhejiang Qingshan Business Management Co Ltd [15.6%]; DELIXI Group Limited Co [7.8%],2026,0.0,0.0,historical
Shanghai Decent Investment (Group) Co Ltd [36.4%]; unknown [20.4%]; TSINGSHAN Holding Group Co Ltd [19.8%]; Zhejiang Qingshan Business Management Co Ltd [15.6%]; DELIXI Group Limited Co [7.8%],2027,0.0,0.0,historical
Shanghai Decent Investment (Group) Co Ltd [36.4%]; unknown [20.4%]; TSINGSHAN Holding Group Co Ltd [19.8%]; Zhejiang Qingshan Business Management Co Ltd [15.6%]; DELIXI Group Limited Co [7.8%],2028,0.0,0.0,historical
Shanghai Decent Investment (Group) Co Ltd [36.4%]; unknown [20.4%]; TSINGSHAN Holding Group Co Ltd [19.8%]; Zhejiang Qingshan Business Management Co Ltd [15.6%]; DELIXI Group Limited Co [7.8%],2029,0.0,0.0,historical
Shanghai Decent Investment (Group) Co Ltd [36.4%]; unknown [20.4%]; TSINGSHAN Holding Group Co Ltd [19.8%]; Zhejiang Qingshan Business Management Co Ltd [15.6%]; DELIXI Group Limited Co [7.8%],2030,0.0,0.0,historical
Shanghai Decent Investment (Group) Co Ltd [51.6%]; unknown [23.1%]; TSINGSHAN Holding Group Co Ltd [19.7%]; Zhejiang Qingshan Business Management Co Ltd [5.6%],2020,612401.448966546,244960.5795866184,historical
Shanghai Decent Investment (Group) Co Ltd [51.6%]; unknown [23.1%]; TSINGSHAN Holding Group Co Ltd [19.7%]; Zhejiang Qingshan Business Management Co Ltd [5.6%],2021,600926.9014573424,240370.760582937,historical
Shanghai Decent Investment (Group) Co Ltd [51.6%]; unknown [23.1%]; TSINGSHAN Holding Group Co Ltd [19.7%]; Zhejiang Qingshan Business Management Co Ltd [5.6%],2022,594176.0212227653,237670.40848910614,historical
Shanghai Decent Investment (Group) Co Ltd [51.6%]; unknown [23.1%]; TSINGSHAN Holding Group Co Ltd [19.7%]; Zhejiang Qingshan Business Management Co Ltd [5.6%],2023,602089.1555191217,240835.66220764868,historical
Shanghai Decent Investment (Group) Co Ltd [51.6%]; unknown [23.1%]; TSINGSHAN Holding Group Co Ltd [19.7%]; Zhejiang Qingshan Business Management Co Ltd [5.6%],2024,608670.7362651053,243468.29450604215,historical
Shanghai Decent Investment (Group) Co Ltd [51.6%]; unknown [23.1%]; TSINGSHAN Holding Group Co Ltd [19.7%]; Zhejiang Qingshan Business Management Co Ltd [5.6%],2025,0.0,0.0,historical
Shanghai Decent Investment (Group) Co Ltd [51.6%]; unknown [23.1%]; TSINGSHAN Holding Group Co Ltd [19.7%]; Zhejiang Qingshan Business Management Co Ltd [5.6%],2026,0.0,0.0,historical
Shanghai Decent Investment (Group) Co Ltd [51.6%]; unknown [23.1%]; TSINGSHAN Holding Group Co Ltd [19.7%]; Zhejiang Qingshan Business Management Co Ltd [5.6%],2027,0.0,0.0,historical
Shanghai Decent Investment (Group) Co Ltd [51.6%]; unknown [23.1%]; TSINGSHAN Holding Group Co Ltd [19.7%]; Zhejiang Qingshan Business Management Co Ltd [5.6%],2028,0.0,0.0,historical
Shanghai Decent Investment (Group) Co Ltd [51.6%]; unknown [23.1%]; TSINGSHAN Holding Group Co Ltd [19.7%]; Zhejiang Qingshan Business Management Co Ltd [5.6%],2029,0.0,0.0,historical
Shanghai Decent Investment (Group) Co Ltd [51.6%]; unknown [23.1%]; TSINGSHAN Holding Group Co Ltd [19.7%]; Zhejiang Qingshan Business Management Co Ltd [5.6%],2030,0.0,0.0,historical
Shanghai Lingtuo Enterprise Management Center LP [52.1%]; Hanzhong Investment Holding Group Co Ltd [18.6%]; DongLing Group Incorporated Co [17.6%]; Lueyang County Economic and Trade Bureau [11.1%]; unknown [0.5%],2020,0.0,0.0,historical
Shanghai Lingtuo Enterprise Management Center LP [52.1%]; Hanzhong Investment Holding Group Co Ltd [18.6%]; DongLing Group Incorporated Co [17.6%]; Lueyang County Economic and Trade Bureau [11.1%]; unknown [0.5%],2021,0.0,0.0,historical
Shanghai Lingtuo Enterprise Management Center LP [52.1%]; Hanzhong Investment Holding Group Co Ltd [18.6%]; DongLing Group Incorporated Co [17.6%]; Lueyang County Economic and Trade Bureau [11.1%]; unknown [0.5%],2022,0.0,0.0,historical
Shanghai Lingtuo Enterprise Management Center LP [52.1%]; Hanzhong Investment Holding Group Co Ltd [18.6%]; DongLing Group Incorporated Co [17.6%]; Lueyang County Economic and Trade Bureau [11.1%]; unknown [0.5%],2023,0.0,0.0,historical
Shanghai Lingtuo Enterprise Management Center LP [52.1%]; Hanzhong Investment Holding Group Co Ltd [18.6%]; DongLing Group Incorporated Co [17.6%]; Lueyang County Economic and Trade Bureau [11.1%]; unknown [0.5%],2024,0.0,0.0,historical
Shanghai Lingtuo Enterprise Management Center LP [52.1%]; Hanzhong Investment Holding Group Co Ltd [18.6%]; DongLing Group Incorporated Co [17.6%]; Lueyang County Economic and Trade Bureau [11.1%]; unknown [0.5%],2025,0.0,0.0,historical
Shanghai Lingtuo Enterprise Management Center LP [52.1%]; Hanzhong Investment Holding Group Co Ltd [18.6%]; DongLing Group Incorporated Co [17.6%]; Lueyang County Economic and Trade Bureau [11.1%]; unknown [0.5%],2026,0.0,0.0,historical
Shanghai Lingtuo Enterprise Management Center LP [52.1%]; Hanzhong Investment Holding Group Co Ltd [18.6%]; DongLing Group Incorporated Co [17.6%]; Lueyang County Economic and Trade Bureau [11.1%]; unknown [0.5%],2027,0.0,0.0,historical
Shanghai Lingtuo Enterprise Management Center LP [52.1%]; Hanzhong Investment Holding Group Co Ltd [18.6%]; DongLing Group Incorporated Co [17.6%]; Lueyang County Economic and Trade Bureau [11.1%]; unknown [0.5%],2028,0.0,0.0,historical
Shanghai Lingtuo Enterprise Management Center LP [52.1%]; Hanzhong Investment Holding Group Co Ltd [18.6%]; DongLing Group Incorporated Co [17.6%]; Lueyang County Economic and Trade Bureau [11.1%]; unknown [0.5%],2029,0.0,0.0,historical
Shanghai Lingtuo Enterprise Management Center LP [52.1%]; Hanzhong Investment Holding Group Co Ltd [18.6%]; DongLing Group Incorporated Co [17.6%]; Lueyang County Economic and Trade Bureau [11.1%]; unknown [0.5%],2030,0.0,0.0,historical
Shanghai Xuantong Technology Development Co Ltd [66.0%]; Shanghai Juhang Industrial Co Ltd [32.8%]; unknown [1.2%],2020,1705518.8578734286,3581589.6015342004,historical
Shanghai Xuantong Technology Development Co Ltd [66.0%]; Shanghai Juhang Industrial Co Ltd [32.8%]; unknown [1.2%],2021,1673562.6023885068,3514481.4650158645,historical
Shanghai Xuantong Technology Development Co Ltd [66.0%]; Shanghai Juhang Industrial Co Ltd [32.8%]; unknown [1.2%],2022,1654761.612340645,3474999.3859153544,historical
Shanghai Xuantong Technology Development Co Ltd [66.0%]; Shanghai Juhang Industrial Co Ltd [32.8%]; unknown [1.2%],2023,1676799.443554297,3521278.8314640243,historical
Shanghai Xuantong Technology Development Co Ltd [66.0%]; Shanghai Juhang Industrial Co Ltd [32.8%]; unknown [1.2%],2024,1695128.9398280801,3559770.7736389684,historical
Shanghai Xuantong Technology Development Co Ltd [66.0%]; Shanghai Juhang Industrial Co Ltd [32.8%]; unknown [1.2%],2025,0.0,0.0,historical
Shanghai Xuantong Technology Development Co Ltd [66.0%]; Shanghai Juhang Industrial Co Ltd [32.8%]; unknown [1.2%],2026,0.0,0.0,historical
Shanghai Xuantong Technology Development Co Ltd [66.0%]; Shanghai Juhang Industrial Co Ltd [32.8%]; unknown [1.2%],2027,0.0,0.0,historical
Shanghai Xuantong Technology Development Co Ltd [66.0%]; Shanghai Juhang Industrial Co Ltd [32.8%]; unknown [1.2%],2028,0.0,0.0,historical
Shanghai Xuantong Technology Development Co Ltd [66.0%]; Shanghai Juhang Industrial Co Ltd [32.8%]; unknown [1.2%],2029,0.0,0.0,historical
Shanghai Xuantong Technology Development Co Ltd [66.0%]; Shanghai Juhang Industrial Co Ltd [32.8%]; unknown [1.2%],2030,0.0,0.0,historical
Shanxi Antai Holding Group Co Ltd [100.0%],2020,5753249.520562541,12081823.993181335,historical
Shanxi Antai Holding Group Co Ltd [100.0%],2021,5645451.057532444,11855447.220818132,historical
Shanxi Antai Holding Group Co Ltd [100.0%],2022,5582029.426936209,11722261.79656604,historical
Shanxi Antai Holding Group Co Ltd [100.0%],2023,5656369.937027238,11878376.867757201,historical
Shanxi Antai Holding Group Co Ltd [100.0%],2024,5718201.071384079,12008222.249906566,historical
Shanxi Antai Holding Group Co Ltd [100.0%],2025,0.0,0.0,historical
Shanxi Antai Holding Group Co Ltd [100.0%],2026,0.0,0.0,historical
Shanxi Antai Holding Group Co Ltd [100.0%],2027,0.0,0.0,historical
Shanxi Antai Holding Group Co Ltd [100.0%],2028,0.0,0.0,historical
Shanxi Antai Holding Group Co Ltd [100.0%],2029,0.0,0.0,historical
Shanxi Antai Holding Group Co Ltd [100.0%],2030,0.0,0.0,historical
Shanxi Changxin Industry Co Ltd [100.0%],2020,942893.6714255274,1980076.7099936076,historical
Shanxi Changxin Industry Co Ltd [100.0%],2021,925226.701095595,1942976.0723007496,historical
Shanxi Changxin Industry Co Ltd [100.0%],2022,914832.6005256564,1921148.4611038784,historical
Shanxi Changxin Industry Co Ltd [100.0%],2023,927016.1841239085,1946733.986660208,historical
Shanxi Changxin Industry Co Ltd [100.0%],2024,937149.6200323907,1968014.2020680206,historical
Shanxi Changxin Industry Co Ltd [100.0%],2025,0.0,0.0,historical
Shanxi Changxin Industry Co Ltd [100.0%],2026,0.0,0.0,historical
Shanxi Changxin Industry Co Ltd [100.0%],2027,0.0,0.0,historical
Shanxi Changxin Industry Co Ltd [100.0%],2028,0.0,0.0,historical
Shanxi Changxin Industry Co Ltd [100.0%],2029,0.0,0.0,historical
Shanxi Changxin Industry Co Ltd [100.0%],2030,0.0,0.0,historical
Shanxi Dongfang Hengliu Precision Casting Co [100.0%],2020,0.0,0.0,historical
Shanxi Dongfang Hengliu Precision Casting Co [100.0%],2021,0.0,0.0,historical
Shanxi Dongfang Hengliu Precision Casting Co [100.0%],2022,0.0,0.0,historical
Shanxi Dongfang Hengliu Precision Casting Co [100.0%],2023,0.0,0.0,historical
Shanxi Dongfang Hengliu Precision Casting Co [100.0%],2024,0.0,0.0,historical
Shanxi Dongfang Hengliu Precision Casting Co [100.0%],2025,0.0,0.0,historical
Shanxi Dongfang Hengliu Precision Casting Co [100.0%],2026,0.0,0.0,historical
Shanxi Dongfang Hengliu Precision Casting Co [100.0%],2027,0.0,0.0,historical
Shanxi Dongfang Hengliu Precision Casting Co [100.0%],2028,0.0,0.0,historical
Shanxi Dongfang Hengliu Precision Casting Co [100.0%],2029,0.0,0.0,historical
Shanxi Dongfang Hengliu Precision Casting Co [100.0%],2030,0.0,0.0,historical
Shanxi Gaoyi Steel Co Ltd [100.0%],2020,3451949.712337524,7249094.395908801,historical
Shanxi Gaoyi Steel Co Ltd [100.0%],2021,3387270.6345194667,7113268.33249088,historical
Shanxi Gaoyi Steel Co Ltd [100.0%],2022,3349217.656161725,7033357.077939623,historical
Shanxi Gaoyi Steel Co Ltd [100.0%],2023,3393821.9622163433,7127026.120654321,historical
Shanxi Gaoyi Steel Co Ltd [100.0%],2024,3430920.6428304473,7204933.34994394,historical
Shanxi Gaoyi Steel Co Ltd [100.0%],2025,0.0,0.0,historical
Shanxi Gaoyi Steel Co Ltd [100.0%],2026,0.0,0.0,historical
Shanxi Gaoyi Steel Co Ltd [100.0%],2027,0.0,0.0,historical
Shanxi Gaoyi Steel Co Ltd [100.0%],2028,0.0,0.0,historical
Shanxi Gaoyi Steel Co Ltd [100.0%],2029,0.0,0.0,historical
Shanxi Gaoyi Steel Co Ltd [100.0%],2030,0.0,0.0,historical
Shanxi HONGDA Iron and Steel Group Co Ltd [100.0%],2020,4410824.632431281,9262731.72810569,historical
Shanxi HONGDA Iron and Steel Group Co Ltd [100.0%],2021,4328179.144108207,9089176.202627236,historical
Shanxi HONGDA Iron and Steel Group Co Ltd [100.0%],2022,4279555.893984427,8987067.377367297,historical
Shanxi HONGDA Iron and Steel Group Co Ltd [100.0%],2023,4336550.285054216,9106755.598613854,historical
Shanxi HONGDA Iron and Steel Group Co Ltd [100.0%],2024,4383954.154727794,9206303.724928368,historical
Shanxi HONGDA Iron and Steel Group Co Ltd [100.0%],2025,0.0,0.0,historical
Shanxi HONGDA Iron and Steel Group Co Ltd [100.0%],2026,0.0,0.0,historical
Shanxi HONGDA Iron and Steel Group Co Ltd [100.0%],2027,0.0,0.0,historical
Shanxi HONGDA Iron and Steel Group Co Ltd [100.0%],2028,0.0,0.0,historical
Shanxi HONGDA Iron and Steel Group Co Ltd [100.0%],2029,0.0,0.0,historical
Shanxi HONGDA Iron and Steel Group Co Ltd [100.0%],2030,0.0,0.0,historical
Shanxi HUAQIANG Iron and Steel Co Ltd [100.0%],2020,0.0,0.0,historical
Shanxi HUAQIANG Iron and Steel Co Ltd [100.0%],2021,0.0,0.0,historical
Shanxi HUAQIANG Iron and Steel Co Ltd [100.0%],2022,0.0,0.0,historical
Shanxi HUAQIANG Iron and Steel Co Ltd [100.0%],2023,0.0,0.0,historical
Shanxi HUAQIANG Iron and Steel Co Ltd [100.0%],2024,0.0,0.0,historical
Shanxi HUAQIANG Iron and Steel Co Ltd [100.0%],2025,0.0,0.0,historical
Shanxi HUAQIANG Iron and Steel Co Ltd [100.0%],2026,0.0,0.0,historical
Shanxi HUAQIANG Iron and Steel Co Ltd [100.0%],2027,0.0,0.0,historical
Shanxi HUAQIANG Iron and Steel Co Ltd [100.0%],2028,0.0,0.0,historical
Shanxi HUAQIANG Iron and Steel Co Ltd [100.0%],2029,0.0,0.0,historical
Shanxi HUAQIANG Iron and Steel Co Ltd [100.0%],2030,0.0,0.0,historical
Shanxi Jianbang Group Co Ltd [51.4%]; natural person(s) [48.6%],2020,2940549.754954187,6175154.485403793,historical
Shanxi Jianbang Group Co Ltd [51.4%]; natural person(s) [48.6%],2021,2885452.762738805,6059450.801751491,historical
Shanxi Jianbang Group Co Ltd [51.4%]; natural person(s) [48.6%],2022,2853037.2626562845,5991378.251578198,historical
Shanxi Jianbang Group Co Ltd [51.4%]; natural person(s) [48.6%],2023,2891033.5233694776,6071170.399075903,historical
Shanxi Jianbang Group Co Ltd [51.4%]; natural person(s) [48.6%],2024,2922636.1031518625,6137535.816618912,historical
Shanxi Jianbang Group Co Ltd [51.4%]; natural person(s) [48.6%],2025,0.0,0.0,historical
Shanxi Jianbang Group Co Ltd [51.4%]; natural person(s) [48.6%],2026,0.0,0.0,historical
Shanxi Jianbang Group Co Ltd [51.4%]; natural person(s) [48.6%],2027,0.0,0.0,historical
Shanxi Jianbang Group Co Ltd [51.4%]; natural person(s) [48.6%],2028,0.0,0.0,historical
Shanxi Jianbang Group Co Ltd [51.4%]; natural person(s) [48.6%],2029,0.0,0.0,historical
Shanxi Jianbang Group Co Ltd [51.4%]; natural person(s) [48.6%],2030,0.0,0.0,historical
Shanxi Jincheng Steel Holdings Group Co Ltd [60.0%]; natural person(s) [40.0%],2020,5881099.509908374,12350308.970807586,historical
Shanxi Jincheng Steel Holdings Group Co Ltd [60.0%]; natural person(s) [40.0%],2021,5770905.52547761,12118901.603502981,historical
Shanxi Jincheng Steel Holdings Group Co Ltd [60.0%]; natural person(s) [40.0%],2022,5706074.525312569,11982756.503156396,historical
Shanxi Jincheng Steel Holdings Group Co Ltd [60.0%]; natural person(s) [40.0%],2023,5782067.046738955,12142340.798151806,historical
Shanxi Jincheng Steel Holdings Group Co Ltd [60.0%]; natural person(s) [40.0%],2024,5845272.206303725,12275071.633237824,historical
Shanxi Jincheng Steel Holdings Group Co Ltd [60.0%]; natural person(s) [40.0%],2025,0.0,0.0,historical
Shanxi Jincheng Steel Holdings Group Co Ltd [60.0%]; natural person(s) [40.0%],2026,0.0,0.0,historical
Shanxi Jincheng Steel Holdings Group Co Ltd [60.0%]; natural person(s) [40.0%],2027,0.0,0.0,historical
Shanxi Jincheng Steel Holdings Group Co Ltd [60.0%]; natural person(s) [40.0%],2028,0.0,0.0,historical
Shanxi Jincheng Steel Holdings Group Co Ltd [60.0%]; natural person(s) [40.0%],2029,0.0,0.0,historical
Shanxi Jincheng Steel Holdings Group Co Ltd [60.0%]; natural person(s) [40.0%],2030,0.0,0.0,historical
